Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001347,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
LP001348,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
LP001349,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
LP001350,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP001351,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
LP001352,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
LP001353,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
LP001354,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
LP001355,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y
LP001356,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
LP001357,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
LP001358,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
LP001359,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP001360,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
LP001361,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP001362,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP001363,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
LP001364,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
LP001365,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
LP001366,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
LP001367,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N
LP001368,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP001369,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
LP001370,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
LP001371,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP001372,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
LP001373,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
LP001374,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
LP001375,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
LP001376,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
LP001377,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
LP001378,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
LP001379,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
LP001380,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
LP001381,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
LP001382,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
LP001383,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
LP001384,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
LP001385,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y
LP001386,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP001387,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
LP001388,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
LP001389,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP001390,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
LP001391,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
LP001392,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
LP001393,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
LP001394,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP001395,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
LP001396,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N
LP001397,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
LP001398,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
LP001399,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
LP001400,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
LP001401,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
LP001402,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
LP001403,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
LP001404,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
LP001405,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP001406,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
LP001407,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
LP001408,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
LP001409,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
LP001410,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
LP001411,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
LP001412,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
LP001413,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
LP001414,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
LP001415,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
LP001416,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N
LP001417,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
LP001418,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
LP001419,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
LP001420,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
LP001421,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
LP001422,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
LP001423,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
LP001424,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP001425,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
LP001426,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
LP001427,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
LP001428,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
LP001429,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
LP001430,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
LP001431,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
LP001432,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
LP001433,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
LP001434,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
LP001435,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y
LP001436,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
LP001437,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
LP001438,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
LP001439,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
LP001440,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
LP001441,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
LP001442,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
LP001443,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
LP001444,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
LP001445,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
LP001446,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
LP001447,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
LP001448,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
LP001449,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
LP001450,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
LP001451,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
LP001452,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
LP001453,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
LP001454,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
LP001455,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP001456,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
LP001457,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
LP001458,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
LP001459,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
LP001460,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
LP001461,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
LP001462,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
LP001463,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
LP001464,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
LP001465,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP001466,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
LP001467,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP001468,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
LP001469,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP001470,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP001471,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
LP001472,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP001473,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
LP001474,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
LP001475,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP001476,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP001477,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP001478,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP001479,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
LP001480,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
LP001481,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
LP001482,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP001483,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP001484,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP001485,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
LP001486,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
LP001487,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
LP001488,Male,Yes,2,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
LP001489,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
LP001490,Male,No,0,Not Graduate,No,2699,2785,96,360,,Semiurban,Y
LP001491,Male,Yes,1,Not Graduate,No,5333,1131,186,360,,Urban,Y
LP001492,Male,No,0,Not Graduate,No,3691,0,110,360,1,Rural,Y
LP001493,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
LP001494,Male,Yes,0,Graduate,No,3597,2157,119,360,0,Rural,N
LP001495,Female,Yes,1,Graduate,No,3326,913,105,84,1,Semiurban,Y
LP001496,Male,Yes,0,Not Graduate,No,2600,1700,107,360,1,Rural,Y
LP001497,Male,Yes,0,Graduate,No,4625,2857,111,12,,Urban,Y
LP001498,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
LP001499,Male,No,0,Graduate,No,6283,4416,209,360,0,Rural,N
LP001500,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
LP001501,Female,No,0,Graduate,No,3159,0,100,360,1,Semiurban,Y
LP001502,Male,Yes,2,Graduate,No,4865,5624,208,360,1,Semiurban,Y
LP001503,Male,Yes,1,Not Graduate,No,4050,5302,138,360,,Rural,N
LP001504,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
LP001505,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
LP001506,Male,Yes,0,Graduate,No,20833,6667,480,360,,Urban,Y
LP001507,,No,0,Graduate,No,3583,0,96,360,1,Urban,N
LP001508,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
LP001509,Female,No,1,Graduate,No,13262,0,40,360,1,Urban,Y
LP001510,Male,No,0,Not Graduate,No,3598,1287,100,360,1,Rural,N
LP001511,Male,Yes,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP001512,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
LP001513,Male,Yes,0,Graduate,No,2130,6666,70,180,1,Semiurban,N
LP001514,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
LP001515,Male,Yes,3+,Graduate,No,3466,3428,150,360,1,Rural,Y
LP001516,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
LP001517,Male,Yes,,Not Graduate,No,3074,1800,123,360,0,Semiurban,N
LP001518,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP001519,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
LP001520,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
LP001521,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP001522,Male,Yes,3+,Graduate,Yes,5677,1424,100,360,1,Rural,Y
LP001523,Male,Yes,2,Graduate,Yes,7948,7166,480,360,1,Rural,Y
LP001524,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N
LP001525,Male,Yes,2,Graduate,Yes,17500,0,400,360,1,Rural,Y
LP001526,Male,Yes,0,Graduate,No,3775,0,110,360,1,Semiurban,Y
LP001527,Male,Yes,1,Not Graduate,No,5285,1430,161,360,0,Semiurban,Y
LP001528,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
LP001529,Male,No,0,Not Graduate,No,6783,0,130,360,1,Semiurban,Y
LP001530,Male,Yes,0,Graduate,No,1025,5500,216,360,,Rural,Y
LP001531,Male,Yes,3+,Graduate,No,4281,0,100,360,1,Urban,Y
LP001532,Male,No,2,Graduate,No,3588,0,110,360,0,Rural,N
LP001533,Male,No,1,Graduate,No,11250,0,196,360,,Semiurban,N
LP001534,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
LP001535,Male,No,0,Not Graduate,,2550,2042,126,360,1,Rural,Y
LP001536,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
LP001537,Male,No,2,Graduate,No,3617,0,107,360,1,Semiurban,Y
LP001538,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
LP001539,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y
LP001540,Female,Yes,1,Graduate,No,4608,2845,140,180,1,Semiurban,Y
LP001541,Female,No,0,Graduate,No,2138,0,99,360,0,Semiurban,N
LP001542,Female,No,1,Graduate,,3652,0,95,360,1,Semiurban,Y
LP001543,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
LP001544,Female,Yes,0,Not Graduate,No,3017,663,102,360,,Semiurban,Y
LP001545,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
LP001546,Male,No,0,Not Graduate,No,3358,0,80,36,1,Semiurban,N
LP001547,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
LP001548,Female,No,0,Graduate,No,5000,0,103,360,0,Semiurban,N
LP001549,Male,Yes,0,Graduate,No,2785,2016,110,360,1,Rural,Y
LP001550,Male,Yes,2,Graduate,Yes,6633,0,,360,0,Rural,N
LP001551,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y
LP001552,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
LP001553,Male,Yes,0,Not Graduate,No,2454,2333,181,360,0,Urban,N
LP001554,Male,Yes,0,Graduate,No,3593,4266,132,180,0,Rural,N
LP001555,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
LP001556,Female,No,0,Graduate,No,2667,1625,84,360,,Urban,Y
LP001557,Male,Yes,3+,Graduate,Yes,10139,0,260,360,1,Semiurban,Y
LP001558,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
LP001559,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
LP001560,Male,Yes,2,Not Graduate,No,3675,242,108,360,1,Semiurban,Y
LP001561,Female,Yes,1,Graduate,Yes,19484,0,600,360,1,Semiurban,Y
LP001562,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
LP001563,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
LP001564,Male,Yes,2,Graduate,No,8799,0,258,360,0,Urban,N
LP001565,Male,Yes,0,Not Graduate,No,4467,0,120,360,,Rural,Y
LP001566,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
LP001567,Male,Yes,3+,Graduate,No,3400,2500,123,360,0,Rural,N
LP001568,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N
LP001569,Male,Yes,0,Graduate,No,3166,2064,104,360,0,Urban,N
LP001570,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
LP001571,Male,Yes,,Graduate,No,5116,1451,165,360,0,Urban,N
LP001572,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
LP001573,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
LP001574,Male,Yes,3+,Graduate,No,6406,0,150,360,1,Semiurban,N
LP001575,Male,Yes,2,Graduate,No,3159,461,108,84,1,Urban,Y
LP001576,,Yes,0,Graduate,No,3087,2210,136,360,0,Semiurban,N
LP001577,Male,No,0,Graduate,No,3229,2739,110,360,1,Urban,Y
LP001578,Male,Yes,1,Graduate,No,1782,2232,107,360,1,Rural,Y
LP001579,Male,No,0,Graduate,,3182,2917,161,360,1,Urban,Y
LP001580,Male,Yes,2,Graduate,No,6540,0,205,360,1,Semiurban,Y
LP001581,Male,No,0,Graduate,No,1836,33837,90,360,1,Urban,N
LP001582,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
LP001583,Male,Yes,1,Graduate,No,1880,0,61,360,,Rural,N
LP001584,Male,Yes,1,Graduate,No,2787,1917,146,360,0,Rural,N
LP001585,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
LP001586,Male,Yes,0,Graduate,No,2297,1522,104,360,1,Urban,Y
LP001587,Female,No,0,Not Graduate,No,2165,0,70,360,1,Semiurban,Y
LP001588,,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
LP001589,Male,Yes,2,Graduate,Yes,2726,0,106,360,0,Semiurban,N
LP001590,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
LP001591,Male,Yes,2,Graduate,Yes,6000,0,205,240,1,Semiurban,N
LP001592,,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y
LP001593,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
LP001594,Male,Yes,0,Graduate,Yes,16120,0,260,360,1,Urban,Y
LP001595,Male,No,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
LP001596,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
LP001597,Male,No,,Graduate,No,2987,0,88,360,0,Semiurban,N
LP001598,Male,Yes,0,Graduate,Yes,9963,0,180,360,1,Rural,Y
LP001599,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
LP001600,Female,No,3+,Graduate,,416,41667,350,180,,Urban,N
LP001601,Male,Yes,0,Not Graduate,,2894,2792,155,360,1,Rural,Y
LP001602,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y
LP001603,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
LP001604,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
LP001605,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N
LP001606,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
LP001607,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
LP001608,Male,Yes,0,Graduate,No,3232,1950,108,360,1,Rural,Y
LP001609,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
LP001610,Male,Yes,3+,Graduate,No,4106,0,40,180,1,Rural,Y
LP001611,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
LP001612,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
LP001613,Female,No,0,Graduate,Yes,4583,0,133,360,0,Semiurban,N
